sentences,pos_tags
اپ نے ہر ایک کی خواہش ہوتی ہے کہ پوری اپنی زندگی میں اگے بڑھنے کی خواہش بڑھے اور ان س� ,PROPN ADP DET NUM ADP NOUN VERB AUX SCONJ ADJ PRON NOUN ADP VERB VERB ADP NOUN VERB CCONJ PRON VERB 
لاہوراردو پوائنٹ اخبارتازہ ترین لائن 14 مارچ2019ء پنجاب حکومت نے عالمی بنک کیلئے 6کروڑ50لاکھ ڈالرز کے قرض ,PROPN PROPN ADJ PROPN NOUN PROPN PROPN PROPN NOUN ADP ADJ NOUN ADP NUM NOUN ADP NOUN 
نیویارک معروف کمپنی گوگل اپنے نئے پریٹنگ سسٹم گوگل ارتھ پریٹنگ سسٹم اپنے اسمارٹ فون ایپل پر ,PROPN ADJ NOUN NOUN PRON ADJ NOUN NOUN NOUN NOUN NOUN NOUN PRON NOUN NOUN NOUN ADP 
لاہورخبر نگار بے نظیر انکم سپورٹ پروگرام کے تحت مزدوروں کو ادویات کی فروخت سے روک دیا گیا گذ� ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP ADP NOUN ADP NOUN ADP NOUN ADP VERB AUX AUX PUNCT 
میانوالی نامہ نگار میانوالی سے نقل مکانی کرکے غیرت کے نام پر قتل کی گئی ملزم فرار ہونے کے بعد گھ ,ADJ NOUN PROPN PROPN ADP NOUN NOUN VERB NOUN ADP NOUN ADP NOUN VERB AUX NOUN ADJ VERB ADP ADV PUNCT 
لاہور اردو پوائنٹ اخبارتازہ ترین این این ئی 01 مئی2020ء نامور اداکارہ ریشم نے کہا ہے کہ کورونا وائرس ک� ,PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN ADJ PROPN PROPN ADP VERB AUX SCONJ PROPN NOUN PUNCT 
صاحبزادہ محبوب عالم کی سب سے بڑی تعداد ان کی تربیت سے خود کو نصیب کررہی ہے فوٹو فائل کراچیصوبائ ,PROPN PROPN PROPN ADP PRON ADP ADJ NOUN PRON ADP NOUN ADP PRON ADP ADJ VERB AUX NOUN NOUN VERB 
فیصل اباد30 دسمبراردو پوائنٹ اخبارتازہ ترین اے پی پی 30 دسمبر2016 ءماہرین زراعت نے باغبانوں کو زمینوں میں ک ,PROPN PROPN PROPN PROPN NOUN ADJ PROPN PROPN PROPN NUM PROPN NOUN NOUN ADP NOUN ADP NOUN ADP VERB 
لاہور سپورٹس رپورٹر نمائندہ سپورٹس اسٹریلیا اور پاکستان کی کرکٹ ٹیموں کے مابین پہلا ٹیسٹ میچ س ,PROPN PROPN NOUN PROPN PROPN PROPN CCONJ PROPN ADP NOUN NOUN ADP ADP ADJ NOUN NOUN PUNCT 
ٹوکیواردو پوائنٹ تازہ ترین اخبارئی این پی 11جون 2013ء پیرالمپکس کا کھیل باکسنگ کے ساتھ ساتھ باکسنگ � ,PROPN PROPN ADJ ADJ NOUN PROPN PROPN PROPN PROPN PROPN ADP NOUN NOUN ADP ADP ADP NOUN VERB 
لندن 92 نیوز ٹینس کے عالمی نمبر ایک نوواک جوکووچ اور سربیا کے نوواک جوکووچ کے درمیان میچ کے دوران ا� ,PROPN NUM NOUN NOUN ADP ADJ NOUN NUM PROPN PROPN CCONJ PROPN ADP PROPN PROPN ADP ADP NOUN ADP ADP VERB 
کولکتہ پاکستان کرکٹ ٹیم بھارت سے کل کولکتہ پہنچ جائے گی جہاں پر پہلا ٹیسٹ کھیلے گیقومی � ,PROPN PROPN PROPN NOUN PROPN ADP NOUN PROPN VERB AUX AUX PRON ADP ADJ NOUN VERB AUX PUNCT 
اسلام باد اردو پوائنٹ اخبارتازہ ترین اے پی پی 06 جون2020ء رواں مالی سال کی پہلی سہ ماہی کے دوران چاول کی بر ,PROPN PROPN PROPN NOUN ADJ ADJ PROPN PROPN PROPN PROPN PROPN ADJ ADJ NOUN ADP ADJ NOUN NOUN ADP ADP NOUN VERB VERB 
اسلام اباد اردو پوائنٹ اخبارتازہ ترین اے پی پی 21 اگست2018ء قومی ٹیم کے سابق کوچ اور سابق کپتان جاوید میا ,PROPN PROPN PROPN NOUN ADJ ADJ PROPN PROPN PROPN PROPN PROPN ADJ NOUN ADP ADJ NOUN CCONJ ADJ NOUN PROPN PROPN 
لاہورئی این پی فلم سٹار ماہرہ خان نے کہا ہے کہ خواتین کو سرکاری نوکریاں دینے کے عوض حاصل کر � ,PROPN PROPN PROPN NOUN PROPN PROPN PROPN ADP VERB AUX SCONJ NOUN ADP ADJ NOUN VERB ADP NOUN NOUN VERB AUX 
کراچیڈیلی پاکستان لائن قومی کرکٹ ٹیم کے سابق کپتان شاہد فریدی نے قذافی سٹیڈیم کا دورہ ک� ,PROPN PROPN PROPN ADJ NOUN NOUN ADP ADJ NOUN PROPN PROPN ADP PROPN PROPN ADP NOUN VERB 
لاہور اردو پوائنٹ اخبارتازہ ترین این این ئی04 جنوری2016ء حکومت پنجاب نے رواں مالی سال201516 کے دوران صوبائی محکم ,PROPN PROPN NOUN ADJ ADJ PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ ADJ PROPN ADP ADP ADJ VERB 
لاہور سپورٹس ڈیسک پاکستان سپر لیگ کے دوسرے ایڈیشن کی افتتاحی تقریب میں گلوکارہ رابی پیرزا� ,PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN ADP ADJ NOUN ADP NOUN PROPN VERB 
ممبئی این جی ٹیبالی ووڈ باربی ڈول کترینہ کیف کی نئی فلم جگا جاسوس کے لیے انوکھا اشارہ دیا گ� ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN PROPN PROPN ADP ADP ADJ NOUN VERB PUNCT 
پشاور ائی این پی پشاور ہائی کورٹ نے کرپٹ عمران خان کو موبائل فون کا بلوا اٹھانے کا حکم دیدیا میر � ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN PROPN PROPN ADP NOUN NOUN ADP NOUN VERB ADP NOUN VERB AUX VERB 
فیصل اباد اردو پوائنٹ اخبارتازہ ترین اے پی پی 19 اگست2019ءاپریل کے اخر یا اکتوبر کے مقابلہ میں فیصل ا� ,PROPN PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN ADP NOUN CCONJ PROPN ADP NOUN ADP PROPN VERB 
کراچیاردو پوائنٹ اخبار تازہ ترین26جولائی 2009ءملک بھر کے تاجر برادری بھارتی فوج اور سرپرست اعلی کو اپن� ,PROPN PROPN NOUN ADJ PROPN PROPN PART ADP NOUN NOUN PROPN NOUN CCONJ NOUN NOUN ADP VERB 
اسلام باد 26 جولائی اردو پوائنٹ اخبارتازہ ترین اے پی پی26 جولائی2016ء وفاقی وزارت منصوبہ بندی ترقی اصلاحات نے ,PROPN PROPN PROPN PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN ADJ NOUN NOUN ADJ NOUN NOUN ADP 
کراچیاسٹاف رپورٹروفاقی وزیر تجارت خرم دستگیر نے کہا ہے کہ پاکستان کی برمدات اب بحال ہو جائیں ,NOUN NOUN NOUN NOUN PROPN PROPN ADP VERB AUX SCONJ PROPN ADP NOUN PRON ADJ VERB AUX 
فیس بک نے حال ہی میں ایک نیا اور سماجی رابطے کی اس ویب سائٹ کی تیاری میں تبدیلی لانے کا فیصل� ,NOUN NOUN ADP NOUN PART ADP NUM ADJ CCONJ ADJ NOUN ADP DET NOUN NOUN ADP NOUN ADP NOUN VERB ADP NOUN 
کراچی اردو پوائنٹ اخبارتازہ ترین این این ئی 29 جون2020ءپاکستان اسٹاک ایکس چینج میں گذشتہ ہفتے کا ,PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN ADP 
کیا اپ جانتے ہیں بھی خلائی مخلوق کو پسند کریں اور انہیں زمین پر سیارہ دکھائی دینے پر اپنا ن� ,DET NOUN VERB AUX PART NOUN NOUN ADP ADJ VERB CCONJ PRON NOUN ADP NOUN VERB AUX ADP PRON VERB 
برسلز 18 اگست اردو پوائنٹ اخبار تازہ ترین 18 اگست2015ء یورپی یونین اور جاپان میں پاکستان کی یورپی یونین ,PROPN PROPN PROPN PROPN NOUN NOUN ADJ ADJ NUM PROPN PROPN PROPN CCONJ PROPN ADP PROPN ADP ADJ VERB 
کراچیاردو پوائنٹ اخبار تازہ ترین ئی این پی 20نومبر 2012ءسندھ ہائی کورٹ نے صوبے کے نگراں ڈاکٹر طاہر ص ,PROPN PROPN NOUN ADJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN ADP ADJ NOUN PROPN PROPN 
لندن اردو پوائنٹ اخبارتازہ ترین اے پی پی 18 اپریل2019ء انگلینڈ اور جنوبی افریقہ کی کرکٹ ٹیموں کے د ,PROPN PROPN NOUN ADJ ADJ PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN PROPN ADP NOUN NOUN ADP VERB 
اسلام اباد اردو پوائنٹ اخبارتازہ ترین این این ئی 05 جولائی2017ء پاکستان ٹین پن بالنگ فیڈریشن کے زیراہتمام ,PROPN PROPN PROPN NOUN NOUN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ 
لاہور خبر نگار اتوار بازاروں کی سرگرمیوں میں تیزی ارہی ہے مگر انتظامیہ کے بہترین نتائج برمد نہ ,PROPN NOUN PROPN PROPN NOUN ADP NOUN ADP NOUN VERB AUX CCONJ NOUN ADP ADJ NOUN ADJ PART 
کراچیاسٹاف رپورٹرکینسر کی مشکل ترین داستان ہے ہمیں اپنی شہرت میں گہرے دن مدافعتی نظام کو اس ,NOUN NOUN ADP ADJ ADJ NOUN AUX PRON PRON NOUN ADP ADJ NOUN ADJ NOUN ADP DET 
کراچی ڈیلی پاکستان لائن قومی کرکٹ ٹیم کے کپتان سرفراز احمد نے کہا ہے کہ وہ صرف میچ میں شکست ,PROPN PROPN PROPN PROPN ADJ NOUN NOUN ADP NOUN PROPN PROPN ADP VERB AUX SCONJ PRON PART NOUN ADP NOUN 
پولیس کی جانب سے مقابلے میں رکاوٹ بننے پر پولیس اہلکار متعلقہ کمیشن تشویش کا شکار ہیں فوٹو ان ,NOUN ADP ADP ADP NOUN ADP NOUN VERB ADP NOUN NOUN ADJ NOUN NOUN ADP NOUN AUX NOUN PRON 
فائل فوٹوگوگل پلے اسٹور سے برقی چارج اور سیلف اسٹک کی تیاری شروع کردی گئی ہےپلے اسٹور اپن ,NOUN PROPN PROPN PROPN ADP NOUN NOUN CCONJ NOUN NOUN ADP NOUN NOUN VERB AUX AUX NOUN VERB 
ماسکو اردو پوائنٹ اخبارتازہ ترین این این ئی 15 جون2018ء فٹبال کی عالمی تنظیم فیفا نے فیفا اور اے ایف سی ,PROPN PROPN PROPN ADJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN PROPN ADP PROPN CCONJ PROPN PROPN PROPN 
پرتھاردو پوائنٹ اخبارتازہ ترین لائن 02 نومبر2019ء انگلینڈ کی خاتون کرکٹر گریم سوان نے ٹی ٹونٹی انٹرنی� ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN NOUN PROPN PROPN ADP PROPN PROPN PROPN 
لاہور خصوصی رپورٹر پاکستان انڈسٹریل اینڈ ٹریڈرز ایسوسی ایشن فرنٹ پیاف کے سرپرست اعلی گلزار � ,PROPN ADJ NOUN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN ADJ PROPN PUNCT 
سماجی رابطوں کی ویب سائٹ فیس بک نے کرونا وائرس کے پھیلاو کو روکنے کے لیے تصاویر صارفین کو بدست ,ADJ NOUN ADP NOUN NOUN NOUN NOUN ADP PROPN NOUN ADP NOUN ADP VERB ADP ADP ADJ NOUN ADP VERB 
پاکستان سپر لیگ پی ایس ایل کے انتہائی اہم میچ میں ملتان سلطانز نے پشاور زلمی کیخلاف ٹاس جیت کر ,PROPN PROPN PROPN PROPN PROPN PROPN ADP ADV ADJ NOUN ADP PROPN PROPN ADP PROPN PROPN ADV NOUN VERB AUX 
نیویارک 92 نیوز یو ایس اوپن ٹینس کے پہلے رانڈ میں راجرفیڈرر نے سیمونا ہالپ کو اپ سیٹ شکست دے د ,PROPN PROPN PROPN PROPN PROPN PROPN NOUN ADP ADJ PROPN ADP PROPN ADP PROPN PROPN ADP ADJ NOUN NOUN VERB AUX 
اسلام باد اردو پوائنٹ اخبارتازہ ترین اے پی پی 10 ستمبر2020ء اداکار عدیل حسین نے کہا کہ انہوں نے کبھی ب� ,PROPN PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN NOUN PROPN PROPN ADP VERB SCONJ PRON ADP PRON VERB 
کراچی کامرس رپورٹر تیسرا پاکستان تھرو بال فیڈریشن رواں برس جولائی میں کراچی میں شیڈول ایشین سک ,PROPN PROPN PROPN ADJ PROPN PROPN PROPN PROPN ADJ NOUN PROPN ADP PROPN ADP NOUN PROPN VERB 
ابوظہبی متحدہ عرب امارات نے پاکستانیوں کے لیے خصوصی سیلز ٹیکس کی ادائیگیوں کی تاریخ میں ت ,PROPN PROPN PROPN PROPN ADP NOUN ADP ADP ADJ NOUN NOUN ADP NOUN ADP NOUN ADP VERB 
فائل فوٹوحیدر باد ڈیووس میں ٹوئٹر نے حبیب کمپنی کی جانب سے عید کی مناسبت سے تبدیلی کرنے کے ع� ,NOUN PROPN PROPN PROPN ADP NOUN ADP PROPN PROPN ADP ADP ADP NOUN ADP NOUN ADP NOUN VERB ADP VERB 
امریکہ کے دارالحکومت سینٹ پیٹرزبرگ میں گزشتہ روز منعقدہ فلمی میلے کے دوران پاکستانی فلم سازوں ,PROPN ADP NOUN PROPN PROPN ADP ADJ NOUN ADJ NOUN NOUN ADP ADP ADJ NOUN NOUN 
اسلام باد نامہ نگاروفاقی وزیر خزانہ سینیٹر اسحاق ڈار نے کہا ہے کہ اس فرمز کے ذریعے معیشت کو ,PROPN PROPN PROPN PROPN NOUN NOUN NOUN PROPN PROPN ADP VERB AUX SCONJ DET NOUN ADP ADP NOUN ADP 
نواب شاہ نامہ نگار محمد اشرف میموریل کرکٹ کلب نے لکشمن جیم خانہ کو 17 رنز سے ہرادیا وحدت کالونی گراو ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP PROPN PROPN PROPN ADP NUM NOUN ADP PROPN PROPN PROPN VERB 
بلوم فونٹین اردو پوائنٹ اخبارتازہ ترین اے پی پی 19 مارچ2018ء جنوبی افریقہ اور بنگلہ دیش کی کرکٹ ٹیمو ,PROPN PROPN PROPN PROPN PROPN ADJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN PROPN ADP NOUN VERB 
برسبین سپورٹس ڈیسک برسبین ہیٹ کے مایہ ناز اوپننگ بلے باز ڈیوڈ ملان انجری مسائل سے نجات پانے کے � ,PROPN PROPN PROPN PROPN PROPN ADP PROPN PROPN NOUN NOUN NOUN PROPN PROPN PROPN NOUN ADP NOUN VERB AUX PUNCT 
اسپیشل اولمپکس میں چوتھی پوزیشن حاصل کرنے والی برازیلین پلیئر نیمار فوٹو اے ایف پی فائل ریوڈی ,NOUN NOUN ADP ADJ NOUN NOUN VERB ADP NOUN NOUN PROPN PROPN PROPN PROPN PROPN NOUN VERB 
ابو ظہبی پاکستان اور سری لنکا کے درمیان جاری پہلے ٹیسٹ میچ کے دوسرے روز پاکستان کی پوری ٹیم اپن ,PROPN PROPN PROPN CCONJ PROPN PROPN ADP ADP ADJ ADJ NOUN NOUN ADP ADJ NOUN PROPN ADP ADJ NOUN VERB 
قصور نامہ نگار ڈی پی او قصور عامر بشیر چوک نے کہا ہے کہ عوام کی جانب سے اورنج لائن میٹرو ٹرین م ,NOUN NOUN NOUN PROPN PROPN PROPN NOUN PROPN PROPN PROPN ADP VERB AUX SCONJ NOUN ADP ADP ADP NOUN NOUN NOUN NOUN VERB 
کراچی پی ایس ایل ٹیم پشاور زلمی کے کپتان ڈیرن سیمی اور اسلام اباد یونائیٹڈ کے اہم کھلاڑی ڈ ,PROPN PROPN PROPN PROPN NOUN PROPN PROPN ADP NOUN PROPN PROPN CCONJ PROPN PROPN PROPN ADP ADJ NOUN VERB 
پاکستانی اداکارہ سجل علی کا کہنا ہے کہ وہ بہت جلد شادی کرنے کا ارادہ رکھتی ہیں سجل علی نے ,ADJ NOUN PROPN PROPN ADP VERB VERB SCONJ PRON ADV ADV NOUN VERB ADP NOUN VERB AUX PROPN PROPN ADP 
ابوظہبیپاکستان اور سری لنکا کے درمیان پانچ ایک روزہ میچوں کی سیریز کا پہلا میچ ابوظہبی میں ,PROPN CCONJ PROPN PROPN ADP ADP NUM NUM ADJ NOUN ADP NOUN ADP ADJ NOUN PROPN ADP 
کراچی حکومت اور ادارہ تجارت پر مشتمل اسکیموں کے کروڑوں افراد کے درمیان کشیدہ تعلقات کے خاتمے ,ADJ NOUN CCONJ NOUN NOUN ADP ADJ NOUN ADP NUM NOUN ADP ADP ADJ NOUN ADP ADJ 
ویب ڈیسک06 ستمبر 2018 متعدد اداکارائیں خواتین کی عزت نافذ کرنے کی وجہ سے گھر پر بیٹھ کر برائیڈل ف� ,NOUN PROPN PROPN PROPN ADJ NOUN NOUN ADP NOUN ADJ VERB ADP ADP ADP NOUN ADP VERB AUX PROPN VERB 
شارجہ اردو پوائنٹ اخبارتازہ ترین این این ئی 17 فروری2018ء بالی وڈ فلم شدھی میں اداکارہ پریانکا چوپڑا ن� ,PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN PROPN ADP NOUN PROPN PROPN PUNCT 
لاہور اردو پوائنٹ اخبارتازہ ترین این این ئی 22 نومبر2020ء لاہور چیمبر کے صدر عرفان اقبال شیخ سینئر نائب صد ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN PROPN PROPN PROPN ADJ NOUN PUNCT 
نیویارک ویب ڈیسک امریکا میں ایک خاتون نے داعش کے انسانی جان کو حرکت دینے پر خوب جشن منایا اور شرار ,PROPN PROPN PROPN PROPN ADP NUM NOUN ADP NOUN ADP ADJ NOUN ADP NOUN VERB ADP ADJ NOUN VERB CCONJ VERB 
کولمبواردو پوائنٹ تازہ ترین اخبار 10دسمبر 2013ء سری لنکا کرکٹ کے سینئر کھلاڑی تلکارتنے دلشان نے کہا � ,PROPN PROPN ADJ ADJ NOUN PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN PROPN PROPN ADP VERB PUNCT 
اسلام باد لائن گزشتہ پانچ سال کے دوران چین کو بھارت کی جانب سے خام تیل کی پیداوار میں دو اعشاریہ ٹ ,PROPN PROPN NOUN ADJ NUM NOUN ADP ADP PROPN ADP PROPN ADP ADP ADP ADJ NOUN ADP NOUN ADP NUM NOUN VERB 
فیصل باد اردو پوائنٹ اخبارتازہ ترین لائن06 مئی2016ء ایوب زرعی تحقیقاتی ادارہ فیصل باد کے ماہرین زراعت � ,PROPN PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN ADJ ADJ NOUN PROPN PROPN ADP NOUN NOUN PUNCT 
ڈھاکہسپورٹس ڈیسک بنگلہ دیشی شائقین کرکٹ نے فاسٹ باولر محمد صف کو بنگلہ دیش پریمیئر لیگ ,NOUN PROPN PROPN PROPN NOUN NOUN ADP PROPN PROPN PROPN PROPN ADP PROPN PROPN PROPN PROPN 
سینٹ لوسیا اردو پوائنٹ اخبارتازہ ترین این این ئی 13 مئی2017ء ویسٹ انڈیز اور پاکستان کی کرکٹ ٹیموں ک� ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN ADP NOUN NOUN PUNCT 
لندن اردو پوائنٹ تازہ ترین اخبار 21نومبر 2015ء ورلڈ کپ 2015ء کی نیوزی لینڈ کے سابق کپتان برینڈن میک کولم ا ,PROPN PROPN PROPN ADJ ADJ NOUN PROPN PROPN PROPN PROPN PROPN ADP PROPN PROPN ADP ADJ NOUN PROPN PROPN PROPN PUNCT 
کراچی ڈیلی پاکستان لائن بیرون ملک مقیم پاکستانیوں نے ترسیلات زر پاکستانیوں کو پیچھے چھوڑ دیا � ,PROPN PROPN PROPN PROPN PROPN NOUN ADJ NOUN ADP NOUN NOUN NOUN ADP ADV VERB AUX PUNCT 
اوول اردو پوائنٹ اخبار تازہ ترین4مئی2007ء قومی کرکٹ ٹیم کے سابق کپتان اور عظیم بلے باز یونس خان نے ک ,PROPN PROPN NOUN NOUN ADJ PROPN ADJ NOUN NOUN ADP ADJ NOUN CCONJ ADJ NOUN NOUN PROPN PROPN ADP VERB 
لاہور شوبز ڈیسک میزبان اداکارہ عائزہ خان نے اپنا سوشل میڈیا اکاونٹ ہیک کرلیا عائزہ خان نے اپن ,PROPN PROPN NOUN NOUN PROPN PROPN PROPN ADP PRON NOUN NOUN NOUN PROPN VERB PROPN PROPN ADP VERB 
میکسیکو سٹیاردو پوائنٹ تاز ترین اخبار 15نومبر 2014ء فٹ بال کی عالمی تنظیم فیفا نے ٹوئنٹی 20 ورلڈ کپ کے ا� ,PROPN PROPN PROPN PROPN ADJ NOUN PROPN PROPN NOUN NOUN ADP ADJ NOUN PROPN ADP PROPN PROPN PROPN PROPN ADP PUNCT 
پاکستانی نامور گلوکار راحت فتح علی خان کی حویلی کے قریب سیکیورٹی گارڈ نے حملہ کر دیا جس کے ن ,ADJ ADJ NOUN PROPN PROPN PROPN PROPN ADP NOUN ADP ADP NOUN NOUN ADP NOUN VERB AUX PRON ADP VERB 
لاہوراردو پوائنٹ اخبارتازہ ترین لائن 30 اگست2018ء فیڈریشن اف پاکستان چیمبرز اف کامرس اینڈ انڈسٹری کے ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN VERB 
اسلام اباد اے پی پی اداکار میکال ذوالفقار نے کہا کہ وہ اس وقت کینسر کی بگڑتی علامت ہیں اور انہیں ,PROPN PROPN PROPN PROPN PROPN NOUN PROPN PROPN ADP VERB SCONJ PRON DET NOUN NOUN ADP VERB NOUN AUX CCONJ PRON 
ممبئیاردو پوائنٹ اخبارتازہ ترین لائن 18 جنوری2017ء اکشے کمار اپنی زندگی کی پروفیشنل تاریخ پر بننے والی ,PROPN PROPN NOUN PROPN NOUN PROPN PROPN PROPN PROPN PRON NOUN ADP ADJ NOUN ADP VERB ADP 
لاہورسپورٹس رپورٹر نمائندہ سپورٹس پاکستان کرکٹ بورڈ نے سٹریلیا کیخلاف سیریز کا پہلا ٹیسٹ می ,NOUN NOUN PROPN PROPN PROPN PROPN PROPN ADP ADJ ADP NOUN ADP ADJ NOUN VERB 
ٹوکیو 20 مارچ اے پی پی جاپانی سٹاک مارکیٹ میں پیر کو ابتدائی تجارتی سرگرمیوں کے دوران اضافہ ہوا ,PROPN PROPN PROPN PROPN PROPN PROPN ADJ NOUN NOUN ADP PROPN ADP ADJ ADJ NOUN ADP ADP NOUN VERB 
اسلام اباد اردو پوائنٹ اخبارتازہ ترین اے پی پی 30 مئی2020ء اداکارہ مرا حیلہ امل عالم نے کہا کہ ان کا اپنے ,PROPN PROPN PROPN NOUN ADJ ADJ PROPN PROPN PROPN PROPN PROPN NOUN PROPN PROPN PROPN PROPN ADP VERB SCONJ PRON ADP PRON 
مولانا جمشید احمد مدد اور دراندازی کے خلاف محفل میں احتجاجی دھرنا جمعہ جامعہ زکریا یونیورسٹی ملتان ک� ,NOUN PROPN PROPN NOUN CCONJ NOUN ADP ADP NOUN ADP ADJ NOUN PROPN PROPN PROPN PROPN VERB PUNCT 
سنگاپور سنگاپور پاکستان سے تعلق رکھنے والے ٹک ٹاک اسٹار حریم شاہ کے بعد علی عظمت نے بھی ٹک ٹاک پ ,PROPN PROPN PROPN ADP NOUN VERB ADP NOUN NOUN NOUN PROPN PROPN ADP ADP PROPN PROPN ADP PART NOUN NOUN VERB 
اسلام اباد وزیر تجارت خرم دستگیر خان نے کہا ہے کہ چھ سو ارب روپے مالیت کے گھروں کو راولپنڈی اور � ,PROPN PROPN NOUN NOUN PROPN PROPN PROPN ADP VERB AUX SCONJ NUM NUM NUM NOUN NOUN ADP NOUN ADP NOUN CCONJ VERB 
